speaker_tag	text	sentiment_score
4	Hey podcast people. How's it going? As or in the language nerd here. Hope you're doing very very well on the spine Wednesday afternoon or whatever day and time it is for you right now. As you're listening to this podcast episode. I'm your host as per usual as are in the language nerd.	
2	You can find me primarily on Facebook Instagram Snapchat YouTube LinkedIn, and of course on Twitter and Tick-Tock if I didn't say it my username and all these platforms is identical. It is at polyglot Azran that is spelled Pol y GL o-- t a	
4	That or Z depending on your country re n you can also simply search as learn the language nerd on whatever your favorite social network is again that is spelled a z or Z re n the language nerd and welcome to another podcast episode. I am very very excited as per usual to be recording this one here. There's a lot of different things. I want to touch on in this podcast. So let's Dive Right In the first thing has to do with the blog post that I wrote yesterday and it's more of a general life observation something that I believe in tremendously. So I have a very busy life. I have a lot of things that are going on. So yesterday for example my day started at about 9:30 10:00 a.m. And I was back I was booked back-to-back with meetings teaching prepping for classes.	
3	Like I was just booked back-to-back to back to back to back all the way till about 11:30 p.m. Because an extremely long day and those kinds of long days are not uncommon for me.	
2	I often most of the time actually at least on let's say Monday through Thursday.	
4	I start my days at 10 o'clock in the morning and they finish at about 9:30 or 10:00 p.m.	
3	So the long days Fridays are pretty long to Fridays are like a 10 to 6 kind of day. Saturday's are at least minimally 12 to 6 often a little bit longer.	
4	There's a lot of stuff I have going on on top of that. I have a good level of balance like I spend time with my family. I watch TV I sleep 78 hours. Like I have a lot of stuff that I try and fit in my day both personal and work which therefore means I'm usually fouled Back 2 back for most minutes of a date and because of that, you know, whenever people see my schedule of the here of this the stop the other thing often one of the questions people ask me is asthma and where does your energy come from?	
2	How do you have so much energy and I want to talk a little bit about Doc's I think there's some learning points that can probably benefit some of the people who are listening to this podcast for me personally. I think the energy comes from number one. I enjoy I enjoy what I'm doing when you're doing something you like. It's easy. You had a lot.	
3	You should see me on Sundays right on Sundays growing up for my during my lifetime.	
2	We used to have cleaning day. In fact, we still have cleaning day. We clean the house every second Sunday.	
3	I hate cleaning is one of my least favorite things to do and cleaning day. I am exhausted all day.	
4	I my head starts to hurt. I don't feel good.	
2	I'm I'm like sluggish.	
4	I don't want to clean I whine and complain.	
