speaker_tag	text	sentiment_score
2	Yo, what up, we are back with another episode of you can't guard me.	
1	It's been a busy like really busy month and a half new home preparing to have you know kid coming in.	
2	I'm excited. It's a boy. It's a baby boy. We pretty much settled on the name. I'll tell you guys about the	
1	Later on, maybe on the Pod maybe on Twitter. Oh, yeah.	
2	We'll see. If if you guys been paying attention at think most of you know what the name is going to be.	
1	I don't know it's not going to be Anthony. That's for sure.	
2	She wanted it to be Anthony kind of with the baby to have its own identity.	
1	And I think that's going to be the best route. I also wanted to name where I wanted to be.	
2	Somewhat unique but at the same time at the same time, I didn't want it to be where like you can tell like oh is baby black because it may be why like, we don't know like I wanted to be one of those days where you don't know until you like show up. So yeah, I'm going to jump right into it man not going to waste you guys time few things. When it comes to myself when it comes to me personally at times I'm a bit arrogant as you guys know, but you know big cocky with my knowledge.	
1	I think I know everything but at the same time I come out and I apologize when when I was in the wrong and maybe at the expense of someone else.	
2	I forget when this was man, but Like a year ago like a year or so ago. I was tweeting with this guy. I'm pretty sure his name is Ian on Twitter.	
1	It's not I am either it's like he IA n i was tweeting with Ian and he was like, hey, you should watch some of these video game guys, and you know, I know me being	
2	My snarky self.	
1	I was like, I'm not going to watch people play video games and he said well you should do it you could do this and that that I repeated pretty much the same exact thing and I'm here to apologize to him.	
2	Here to apologize to him because that's like one of my favorite things to do. I watch I watch mutual funds and I watch stocks all like - he I'm like sitting here on my phone looking at them, but I pay attention to nothing more than mutual funds and stocks pretty much all day and	
1	I tweet quite a bit. But at the same time I'm a busy busy. Dude may not come off like that. But like I don't really have a big circle of friends.	
2	I don't really talk to a bunch of people. So like, you know, I'm very meticulous about how I go about my day. I have about three or four meetings per day outside of that.	
1	I'm looking at the market seeing what's	
2	What's going on looking at Trends legislation looking at that seeing what you know, what different things are impacted just by if Trump says something whether good or bad positive negative.	
1	That's really not what I'm interested in. I'm interested in how that's going to impact certain Market movements. So in case someone calls me said hey what's going on?	
2	I'm pretty much well versed with.	
1	What's happening outside of that I go on like I'm not I'm not a huge car guy. But I love going on to AutoTrader.	
2	Maybe like once a day. It's like this weird thing where I'm looking at cars looking at SUVs looking looking at what's going for what looking at what's coming out and doing 2020 and what's coming out cool and you know all that stuff.	
1	So I'm doing that when it comes to TV mean. It's a really chill. I'm right now like there's not there's not, you know sport mean there's baseball, but I'm sorry, that's just not my thing. Well playing it love the playing it terms of watching it.	
2	No, I'm I'm good on that World Series is pretty cool because you know tensions are super high, but you know, I get nothing out of a regular season MLB so when it comes to TV like You know Netflix big SpongeBob guy loves South Park, but when I get home I go right to YouTube and I watch Nick marks.	
1	He's a beast I watch. This guy named Eller, he rages like a crazy person like he'll die. It is all his fault, but he'll go nuts and start breaking things.	
2	He's hilarious.	
1	I'll watch Nick 8:30.	
2	He's a cornball but he's really really good. I'll watch cash nasty only when he's only when he is reviewing. Something that Sky name flight does like this guy named flight. He's pretty good on 2K, but terrible bass basketball player in real life and this guy will go out and play other YouTubers and one-on-one and he would lose almost every time and so I just want to apologize to Ian for that. I took what three four minutes for that apology, but Yeah, I do apologize to you because I'm doing exactly what you said to do more social more. So for the entertainment Factor less about you know, getting better. But but yeah, one of my favorite hobbies now is to go on my computer do some work and then the background. I'll be checking out Nick a 30 or I'll be checking out mercs or I'll be checking out deller and what those guys are doing because it's just pure entertainment and hilariousness. So apologies to you. Okay moving on going to get right into it. We're going to go over a few things here. We're going to go over Michigan and Michigan schedule then we're going to go over the Big 10 East of Big Ten West and why you know how It got so lopsided and why is it in the way it is so we're going to go through each game here. So we got Michigan verse Middle Tennessee State and what we have here is probably going to be a blue out. So I'm gonna just chalk it up as a win Army. A lot of people are worried about Army. I don't know why they're not going to sneak up on, Michigan. All right. if they're not going to	
1	Big struggle bun Oklahoma, they have struggled in two games prior. So I think Oklahoma was kind of sleeping coming into that game. I think, you know the secrets out so I don't really see that happening.	
2	I got that as a win and I'm not really worried about anything with them at Wisconsin is going to be an interesting game because just like last year was a huge game for Michigan to come back and you know beat Wisconsin do to them losing to them the previous year pretty much the same thing is going to happen with Wisconsin this coming year. I mean they have this game circled. It's the third game of the year. They have a circle. They just took an L last year and embarrassing fashion. It was a freaking blowout. It was a part of the revenge tour. I'm pretty sure that they have that	
1	Have that picture of the Grim Reaper knocking at the door. These are college kids.	
2	They take that stuff to heart and I think that's going to be the same thing for Penn State to and a few games, you know, those will be huge those going to be huge huge games where you know mission is going to have to really play very very well in order to escape some of those games just from the emotion and the focus that those teams are going to put in no, In what happened the previous year? I still think they end up winning that game. Next up is Rutgers when because they're trash next up is, Iowa, Iowa. Michigan man, so I don't think they played last year, but the last time the Last time they played Iowa. I'm sort of research this prior, but I'm pretty sure pretty sure the last time that they played Iowa was that in 2016 when when we totally blew that game if it is, I mean, I mean we owe them a wheel them a whooping. Cuz that destroyed that destroyed our season destroyed.	
1	I honestly believe I honestly believe if we win that game and then we lose to we lose to Ohio State the way we lost like overtime last play of the game super close game. I'm like don't we when would we have gone to Big tents?	
2	I think we would have please comment after this to correct me, but we could have gone to Big Ten's and then we win that game versus whoever was when the matter because they would he got smacked then we probably go to the cfp kills kills like 98% of the jokes out there.	
1	That should be a win.	
2	Illinois the Brandon Peters game that should be a win Illinois is not going to be very good this year. Pretty much Wes truckers Penn State at Penn State another team another team who pretty much got embarrassed last year who's probably looking for blood at this point in time. Go Franklin, a lot of people saying hey, you know, he's you know, who do they have at quarterback and they don't have a court like their quarterback left for a reason.	
1	Like don't look at it as the next quarterback transferred out. They don't have anybody look at it as well. They're nice quarterback was so shook.	
2	That he decided you know what I'm not going to play that much this coming year. Let me go somewhere else. I'm not going to play at all. I'm not going to be the first string guy. So look at it more like that the way that Penn State recruits. They recruit on a very high level. They got guys trust they have guys they recruit not as good as Michigan, but they're right there. They are right there maybe.	
1	Like maybe me like they're on the same tier in terms of recruiting.	
2	So just like Michigan has guys so does Penn State I have that as a loss. Lost to go Franklin. It's going to be a night game.	
1	I know that there's like they're like 7 and 6 are like 500 and night games but end of the day. I just think that that's gonna be a tough one to come out of and then you we have Notre Dame that following week.	
2	I think Michigan regroups and that's going to be a win at home. They go to Maryland.	
1	I'll talk about this later.	
2	Pizza's ready? I'll talk about this later, but Marilyn recruits, okay, but I also see that as a win. Mr. Stayed at home.	
1	We play them much later than we usually do.	
2	Usually we play em in like October or late September. We got him in November this year.	
1	It's funny. I was talking to a Michigan State fan earlier today and he was he was saying how he never knows how good or bad.	
2	His team is going to be coming up and that's pretty much my sentiment and and I'm pretty sure he pays attention a lot more than I do and I could also add on to that. I mean they're you know, you never know how good or bad they are.	
1	Even at the end of the year.	
2	They're usually never as bad as their record indicates there.	
1	Also, you know, sometimes net not as good as	
2	The record indicates I've said plenty of times in 2015. They won 12 games cook.	
1	They were like 12 and 2 they were you know, they were like a play away from being a seven and five team that year it just like there are three and nine season. I mean they got you know, they've just tumbled down words all the way where they have three and nine caliber team.	
2	No not even close. Not even close. So Michigan state is always an anomaly. They always play clothes.	
1	They're going to have a very good defense coming back. Probably, you know, probably top three defensive line.	
2	I don't think they're three in the nation. They're going to be up there though.	
