speaker_tag	text	sentiment_score
3	All right, ladies and gentlemen, welcome back to rock star 101. His name is Brandon. He's the deejay. His name is Jim. He's the rock star class is in session. And as we left off on the last episode, we were talking about crazy things that have happened on the road and kind of what sparked this conversation was something that the hit the internet it was a while ago now at a behemoth show where the band was up on stage I believe. One of the members was filming and as he's filming the crowd you see what looks like a mosh pit, you know, it's a group of people like, you know, the big circle, you know, and it's just kind of an empty space But as he Zooms in you realize that's not a mosh pit. It's a fallacious act happening in the middle of these people which is why they have separated from this group that's in the middle of this kind of empty space. So I figured this was a good way to kind of spark the topic of what some of the	
2	Crazy Road stories, maybe some stories about things that people don't know which brings me to my Papa Roach story. I'm not really sure how crazy the story is, but we learned something that day and I was wondering if you the the story that we have if it's something that you do as well when you're on the road or if it's like a one-off thing because we were made to believe that this thing that happened at Papa Roach every single band does.	
1	Yeah, like a spinal tap moment that happens to every man will tell me this. Actually, I've got a story but in the back of my head ready for after when you're done, but I got a feeling your story is going to take us off on a tangent. So tell me what happened.	
2	I most likely so the Papa Roach show. This was back in 2004. I think it was either 2004 2005. I was living in Eugene, Oregon and they were in town for a concert and when we went to the show that night we were given basically backstage passes that we didn't realize we're backstage passes. Oh, it's me and a few of my friends that work at the radio station and the whole time we're hanging out backstage after the concert and we're like well, how do we actually get backstage? Because the whole time were just standing behind the venue like a group of idiots just waiting like you to get their autograph when it's like we're trying to get back in there. So my one friend he knows one of the record reps and another guy knows somebody else or like they're on the phone trying to call people right now and then out of nowhere, one of the security guards walks up and he was like, what are you guys doing and well We're trying to see if we can connect with so and so or do you know this guy and he goes you guys have passes right? Now, you're wearing them just come back here and we had no clue. He's like, no just walk back here because that's what that sticker is. He goes the thing that you're wearing get you back here. So we're like, oh sweet. So we head on back were hanging out the band's kind of bouncing around. I can't remember who was playing with them that day but we get backstage wind up in the small room and the guy who led us back there. He's like, hey guys help yourself to the stuff, whatever you do. Don't touch that bottle of wine. But other than that, just kind of help. Off to some beers help yourself to some foods Tang out have some fun. So we're like cool and we're kind of keeping to ourselves were not you know interacting with other people. We're just kind of taking in the scenery if you will and so fast forward about 20 minutes all of a sudden we see their Road manager just kind of running around like a maniac back and forth back and forth back and forth and he has this big bag of tube socks like brand new tube socks that they had just purchased at I'm guessing Costco and the Her like well, this is weird this like what the hell you doing with those tube socks come to find out as we were talking with our boss the next day who's been in the radio business for 20 years longer than I have. He's like, yeah, he goes most bands just to have tube socks and what they do is they go buy a new package because they're cheap and it's easier and cheaper than having to do the laundry. So what they do is they just wear the one set of tube socks and then they just throw them away when they're done and it absolutely blew our minds which then sparked the the terminology of it rocks like tube socks, of course in our group of people, but now I want my question for you.	
3	Is this an actual thing or we lied to know that would definitely be a thing and I actually think that that's genius. I think that's total genius because I hate doing the laundry on my socks. I absolutely hate it. I hate it. I hate it because the socks and the reason is because the socks are the thing that stink out the bus more than anything if you've ever been on a bun. You were bus it stinks no matter what no matter how clean you try to keep it because you got five to ten sweaty ass guys or girls and you're sweating on stage and then you go to find somewhere to put this sweaty clothes every night you're sweating out your clothes and usually you get to a thing where you're like, you're freezing it and then you're hanging it up in the back Lounge in the back the the closet area or whatever is another closet is just this cesspit of horrible. Unk dead-body smell but you Febreze it. So now you got a dead body smell that he's covered in Febreze. They don't cancel each other out. They just multiply young. So I think I actually really I'm going to steal that I'm going to steal that idea because for me I travel around with a lie. I know it sounds silly but it's it really is like that Forrest Gump moment where Lieutenant Dan Lieutenant Dan says, like if you're in my platoon, you got to change your socks every time we stop because the you know the moment the Gang In the funk that can come up on your on your feet from walking through the water and blah blah blah is like change your socks every time we stop and it's true because if you don't after a while, I've had a couple of problems. Come on. I remember when I first started doing that a couple of problems come up with my feet with him. Just getting a little bit too funky because I wasn't paying attention to that and it actually makes perfect sense that you go and you buy a huge thing.	
2	It's what's the difference between tube socks and socks tube socks don't have a heel regular socks have that they're actually designed so that you can	
3	There's a specific spot where your heel goes right tube socks are basically a tube so you can almost put them on in any direction. Yeah. Yeah, that makes perfect sense because it doesn't matter you just done stays and then you check them out. No, it's a genius idea. I can't believe I've never thought of that. It's actually I'm actually kind of I feel like a bit of an idiot now.	
2	Yeah, so we had absolutely no clue that this occurred and so ever since then and this was you know, 15 years ago this point, it rocks like tube socks because we found out from Papa Roach that they were the ones, you know, the taught us about the band's basically Tube socks and then they just Chuck them after the fact because it's a lot easier than having to do the laundry. And then this was also the night. So as we are hanging out backstage and we're watching this guy with the tube socks. We didn't realize how much beer we had been drinking and so because we just kind of kept getting into the cooler and grabbing a beer and then it got to the point where we noticed that the beer was gone and my one friend looks at that bottle of wine. We were told don't touch this bottle of wine and he's like Matt he goes he's Do you think anybody would notice and I'm like, yeah, I think people are gonna notice man. That's like we're not we're not in a large room and it's not a small bottle of wine. Like it's not one of those little four pack bottles that you can get. It's a full bottle of wine. How are you going to hide that thing?	
3	So as we're having Specific Instructions Not to drink exactly.	
2	So as we're having this argument, I'm like dude don't touch the bottle of wine the drummer walks in and he grabs the bottle of wine and then he starts drinking and like well that solves that problem. We're not drinking a bottle of wine. I told you that man, right like that was that was for somebody whenever there's One item like that.	
