speaker_tag	text	sentiment_score
3	Before I continue one of the ways, we keep all of our content for you. The listener free of charge is our amazing sponsors, and today anchor is one of those sponsors. If you haven't heard about anchor it's the easiest way to make a podcast. Let me explain it's free. There's creation tools that allow you to record and edit your podcast right from your phone or computer anchors going to distributor podcast for you. So it can be heard on Spotify Apple podcasts and everywhere podcasts are listened to and you can even make money from your podcast with no minimum listenership. It's everything you need to make a podcast in one place download the free anchor app or go to Anchor Dot f m-- to get started.	
1	Hey everybody. Thank you for joining us for the challenge. This is episode 5 the greatest showman War of the Worlds. I think Wes said it best when he said these British people looked them and they act them but they are not dumb. Here's break it down right now stay tuned you're tuned in to AfterBuzz TV the ESPN of tv top now look,	
3	That's right. AfterBuzz. All right.	
1	Hey, okay. Whoo you guys yeah. This is the know. I'm very happy and very very cool. I know all the coolest moves.	
3	Thank you.	
1	Thanks Josh in the studio knocking welcome. Thank you guys so much for joining us. This was a great episode. We had a challenge that we have to go over. We had a tribunal with a lot of action. We had drama and we had a killing floor. So we are going to get into all of that tonight. I am Pamela gross. Thank you for joining us.	
3	And with me is Daniel Lindgren here Danny drama, especially because everything Wesson d a my team my team as always David Christopher was going on guys. Yes a very loaded episode. Yeah. It was good.	
1	It was it was good. It was loaded. Let's start with just our overall thoughts. Do you I'll kick it off my overall thoughts were this is the turning point in these games where you really start seeing the good competitors and the people that are floating by and the not so good competitors there starts to be a clear line. And this is where this is where it gets real.	
3	Yeah, my overall thoughts you've got two guys. That is mainly what you're talking about tonight. And that's the what bear did all the things that Zach did right and I think that we're going to I think that people what no matter what we We say they're going to be some people that loved it. Some people that hated it. No one is going to agree. This is like politics tonight and no one is going to agree on those two at what they did. You totally just came in like I was I felt like is watching SportsCenter and now doing you're talking about like a highlight from the game or something that you just came down to just like own it dude. That's like yeah. Yeah. No, but I agree man, you know pick a side, but personally I you know, as far as the overall thought of the episode of that was great there was, you know, good drama in there. It didn't drag too long, but it's also fun to watch the challenges were great. I wasn't stuck to the whole bear thing. I personally kind of just disgusted by it. Yeah, but we'll get into that.	
1	Well, we also will be bringing you guys tonight a special segment, which is the top five reasons. Why bear is a big gimmick, so we will give you our hot takes on that soon. Let's start with the challenge. So well first we go into the setup of the evening in the house tonight. So we get to see like Polly and Cara canoodling and Zach and Kyle. I'll once again talking about Cara right? So that's sort of the lead in for the drama that we get and then we roll right into the tired out challenge. So they had to they were chained to their partner. They had to run look at a puzzle pick up a tire and stack it and they had to do that 14 times.	
