speaker_tag	text	sentiment_score
2	Yo, what's up? Everybody? You're listening and watching a blurred Empire with what is what is good so good.	
1	I just had to let my intense therapy is a natural meant by wish I could see.	
2	At the the day we reintroduce video.	
1	I know I know anybody because I'm trying I'm trying to get like that. Just me Jack Black Jack Buck.	
2	This is jamplay authentic and original intense therapy lip balm. I don't want if that's the Jep.	
1	What I could do I could do this this podcast out to my lips with stick. There we go. Thank you. Thank you, Jack Black	
2	On that note. Yes, this podcast is co-hosted by myself. My name is Royce and the legendary comedian Sinbad and Jack Black and Jack and Jack black man. So this is episode 11.	
1	Yes. Oh man Thomas move. Again.	
2	This time is time is moving Target because we started this podcast like June.	
1	Yeah, Jim looks like there was a giant podcast with me you my daughter and my nephew we have Byron did to her fiance. Yep. That's a big Up there. I think we're cheating them. They don't know we're doing these without them. So hey, we're doing some other podcast without them. Just something not here right now. We will be we will be coming back to using them right now with two people is so easy.	
2	It's a little bit simpler. It's a little bit. We have them already we have into our yeah of our podcast.	
1	Yeah.	
2	Definitely. I'm less channels. We have to worry about which definitely helps. But so let's just let's just jump into some stuff obviously wouldn't be blurred Empire. We didn't talk about some text Black Nurses Association. There we go, and it wouldn't be us.	
1	Yeah, if we didn't talk about Apple to make apples are several consider some stuff to they happily some reason things to out of the 16 inch chain with a six-inch.	
2	Do you want to send us some of that new Mac Pro that just came out?	
1	That's have you seen the prices on those but we know where we sat in tripped on it when we're not tripped. It's it's it's worth the money if you're using for the right reason a lot of people like to look at that give apple crate for some people just like I looked and they lost to my peoples eye. Hurt you. What was it? I've got to get that new Mac Pro. Say what you do it. Well, I have a I have a podcast. I laughed so hard. I saw I can't wait to buy that. Yeah your podcast exactly.	
2	So for those who don't know Apple just released to order today. They now September but they release to order today their new Mac Pro, which is their new upgradable Mac computer kind of like the pretty much gone back in time with the old g-series. Yes Max the glad you And then five years before the g3s with the G5, I believe being the last one where you can actually upgrade put some more memory in their hard drives upgrade the RAM where we all know as far as Max in IMAX and all that stuff go whatever you buy that's pretty much what you got you work with upgradability on them.	
1	I always use my boys OWC other worlds other other workers. Yeah.	
2	Yeah, you do that or you can build a Hackintosh.	
1	Yep, and I'm not a hick. It's not I'm not I'm not I'm not a Mac enstein kind of guy that can stay. You do fans, you know, I mean, I mean some people get off of that. I think it's what guys what you more nerd herd than me that like to build things like to take apart improve the Mac that they could do it, but I have no need for that.	
2	Yeah. So the Mac the Mac Pro's bringing back the you know, the Mac Pro's of of old so you can now customize it as far as how much RAM you put in there you have up to like a terabyte of ram if you just go crazy $3,000 machine.	
1	No, no, no 60,000.	
