speaker_tag	text	sentiment_score
1	A lot of juice mostly do like food history or some statistics in the first five and then get on the step 6 and okay. So I this pictures are working progress and II didn't put together for decades. I finally have some so as I pass them around as you can see I started off by looking, you know, like a normal-size cute little kid and then very early on as start. To pile on weight and then I and then and then there's pictures and they're a little bit misleading because most of them I look like a normal body size and that's because I didn't let anybody take pictures when I was fat, but it did style start to pile on before I was 30, but and then you'll see how it did and you'll see some relief. Lapse pictures and program and the last comment is I want to so there's the wedding puts your nose looking at it. Yes, you're my has been losing my God. I couldn't even remember him being that over way. But yeah, I Married an overweight person, but he lost he's really been now, you know, he's like, I think it I don't know a lot of times. I don't know how many but he's thin now, he's normal body size and he's finished. Move anymore way and so that he's not one of us either. No, he's not one of us.	
3	So this is not	
1	So anyway, I came into program in 1984 in Southern California and I was 39 years old. And so I'm 73 now and and and my highway was 175 and 120 now.	
3	So that is a 55 pound weight loss.	
1	I realized you know, I mean I was just obsessed with	
3	it says really they don't my mother gave me some of that history and she said like, you know, it was just unusual for a little three-year-old to get so excited about how pretty the appetizers look that you put together for a party, you know, and they had hide them from because they were just so pretty and I was just really excited about food very early on you could see the signs there and in junior high I did I weigh more than others and you know, we were smaller than people are now and So when I was in junior high, you know, if you were 10 pounds or 20 pounds you were really big today. That's nothing, you know, and I went to camp overnight camp a friend had diet pills. I had my first diet pills when I was about 7th grade age and I really liked them.	
1	They gave me a lot of energy. They took away a lot of desire to eat and and I lost weight for the first time. I just sort of you know dieted through high school and kept the weight off and then to college.	
3	I definitely I got back into the diet pills and I was more or less addicted to them from the time that I was about 17 to about 31 years old. I took two a day. I had to the kind of the doctors prescribe the very dangerous illegal kinds now I think but you could get them then and there. That plus I was a smoker and that plus, you know, I was still young with a pretty good metabolism sort of manage things until I was 30 years old. I didn't exercise. I never exercise but I did the diet pills. I didn't take them when I felt like I just could not stand it that day. I had a binge and so the obsession was always there. I I was a Binger and a Dieter and	
1	You know and finally around 30 years old. I quit smoking and I had to go off the diet pills. They were hurting my health and I quit smoking and and the metabolism changes, you know, and then the weight started to piyo on and couldn't keep it down to just maybe 20 pounds overweight and you know, it went often and it went to You know, it's much higher so that you can see the signs of it there. And then there's a note in there. You don't see the highest weight. Unfortunately, I regret that now but I didn't let anybody take pictures of me at that point. You'll see me at 155 that picture there where I was a bridesmaid and and you don't see the next 20 pounds on when I hit my highway Brown 55 pounds over what I am now, you don't see that because I had money but I think there were a few and I rip them off and I really regret that my fiber so so now let me know when I 5 to 0 that would mean of 10 and then after 10, let me know please and then I'll know where to go. So just finish that up I so I just it just got out of hand and then find the I you know, I tried everything lots of different methods and nothing worked and I stood I've been judged I was obsessed with food.	
3	I I was always thinking about it, even if I was dieting and finally I discovered oh, ah when I was 39	
1	Okay, so step six. I did make some notes so I could stay focused here on step six and seven six is were entirely ready to have an ad says God and I substitute for me higher power remove these defects of character and I hi.	
3	I just use the term higher power instead of God. So, okay, so and the word defects It doesn't bother me.	
1	I just think of them as like old habits, you know, we're self-destructive and they don't serve me anymore and or at the think of the word liabilities, but and or we can adjust exchange those defects. If you don't mind the word for assets, you know, so that's sort of the way I think of it and and then I was thinking about this. How do you know when you're ready? You know, it says Entirely ready. So how do you know when you're ready?	
3	Well for me, I think it was because they were causing me pain. There were a lot of them. I enjoy you know, and and and you know for dysfunctional reasons, whatever I enjoyed them, you know, like anger their anger to me when I got angry.	
1	I felt you know, like very passionate and I felt and I felt	
3	Felt like powerful and I thought it may be important because you know, I was angry so of course I felt important.	
1	So of course there's going to it's going to do something for me, but you know,	
3	And drama was a similar to that the drama was exciting and the drama kept life from being boring. But what happened was when I got into recovery, you know, I got a taste of what it's like to live a simpler life, you know, and and and not having the anger and not having the the drama it's a lot simpler and it's a lot easier and I actually like that and then	
1	Things just became more and more painful and I had a lower tolerance for pain evidently when I was dysfunctional and everything before recovery. I had a high tolerance for pain, you know, there was a part of me that like being miserable evidently because I would put myself into that state, you know, I was I like playing the victim and I did that with a lot of boyfriends, you know and went along with blame.	
