speaker_tag	text	sentiment_score
1	Welcome back to the thoughts by everybody is your to host up in the building. I ran the introvert and big booty Kevin here for another round another episode of the current season and today's topic is going to be all about masculinity all the toxic traits of it. Basically everything that needs to be changed and the constructs within this patriarchy and we think about it exactly all the shit that is not good and all the shit that needs to be changed. So sit back relax. Today's topic will blow you away. All right, so masculinity.	
2	I definitely feel like you would have more to say hmm. Not just being a guy yourself but being a gay man. Yes, and also being a first-generation Asian-American Damien.	
1	Yes. Yes, absolutely. So before we delve into that when you think of the word masculinity what comes into your head?	
2	Well, I feel like people typically think guys with masculinity have to be the providers. Hmm. They have to have certain criteria that they have to take off their list like the job the career certain accomplishments in life the money and yeah, so the money and then also the physical attributes of what a typical masculine man. Have and if they don't have those criterias, I feel like they're seen as you know less than or not as masculine.	
1	Exactly.	
2	And also I feel like it's masculine traits are seen to not be expressive of emotions kind of like the repression of emotions, you know what I'm saying? Because it's seen as feminine or week to express yourself. Absolutely.	
1	Yeah, so I'm glad you mentioned all those because we're going to be covering all those topics today. And first I want to go into a little bit of the origin of How masculinity started so I think the idea and concept of it really dates back to when we were cavemen and during the era of hunter-gatherers and men were the ones who had to leave the house and leave the common space in order to find food and venture out and provide for the families while women stayed home and where the nurturers yeah, and you know that was cool for cave managed to but you know, it's 2019 now, even though the concept of this is still pretty archaic. We're still suffering from its. As a society as a whole and its impact still affects humans today and I think one of the most toxic things about masculinity and its presence within humans is that it creates this standard of what men need to be exactly now don't get me wrong men. Of course, we'll always be well not always but men are the dominant ones in the society and they definitely have privilege compared to women. However, that doesn't mean that We don't experience problems ourselves. Yeah, you know and so like going along those lines.	
2	I do feel like when I was, you know coming into my own womanly powers and kind of being more of a feminist a part of the things that came with it is this weird hatred towards men. Mmm and over the years. I kind of learned that that's also not healthy right part of being powerful is also to see the power and others and that, you know men go through shit, too, and they	
1	Their own powers in themselves and you need to validate other people's issues and what they go through as well exactly a lot of the times people mistake feminism for man-hating which it really isn't because if you hate men and that's what you build your entire repertoire off of your not really a feminist because feminism is all about equality. It's really just people who believe in the political and economic and social equality for all Sexes Beyonce. I mean she melanda Aditi and go Cozy could not have said it better herself, you know, but it's really not about man-hating. It's about wanting equality for all and so going back to how masculinity how it deviates from that concept is just the fact that it's always it's plague men and it's made them think that they have to be the providers and places all this pressure on them to fit a certain mold and to fit a certain standard when they have to assume the role of this provider we have to think about we have to ask what does that entail? and all the responsibilities and the pressure that we place upon them to look a certain way and to have all these things and to just provide all these things, you know and some and you know, like some women even got it twisted in are always looking at their male counterparts or their male interests as their ATM machines and you know things that are supposed to provide solely for them and that they're just supposed to be this person that keeps giving to them over and over again and I don't feel like some people understand that there's a reciprocation any has to be held and understood and not only that but another one of the topics that we Branch onto is body image, you know masculinity is what humans are very visual creatures. And so when it's impossible to talk about what it means to be a man without addressing the preconceived notion of what you what a man has to look like and so of course, we all know that at the end of the day the biggest standard and the most desirable in Of a man is one that super buff super muscular and extremely strong. Right and of course that also dates back to the hunter-gatherer thing because based on your appearance whether or not you were strong dictated how well you were going to do and how well you were going to provide and I think that it's still one of the that's still a lasting tray in the last thing idea that we see within people if a man is, you know toned and muscular and super super defined has this, you know, like thick body we see them as more desirable and we see Them as more manly for example, skinny boys me love. You know what I mean our skin boseley some love it too, but I'm going along that.	
2	I do feel like a lot of that pressure is self-imposed. Oh definitely. I have to defend my sister's up in here or just feminine the feminine people. It doesn't have to be girl. You could be a feminine guy in the relationship. But I do feel like a lot of the masculine is have this self-imposed pressure they put on them. of to be the provider right just because in my experience I've dated so many guys who had this immense pressure that they put on themselves to be this provider and if they weren't where they wanted to be in their career or school or whatever they had to break it off with me because they needed to have those accomplishments lined up before they felt worthy enough to daily or they just felt like they didn't have enough time to put in a relationship because they needed to accomplish what they needed accomplish first, which is Fine, but I feel like it's also not the healthiest thing to it does have that pressure on yourself because you you are worthwhile regardless of your accomplishments in my eyes, but that's just something I've observed my but it's also something that's been taught.	
1	Yeah. So the man is well, you know like men are raised being taught that they have to be the one to supply everything and they have to be this strong Rock that's able to just support the woman or a support their counterparts in any A necessary and I think that it does bring a lot of men to say and when they're not able to provide or when they're not in a position of Financial Security. Yeah, and it does leave a bit of a stain on their psyche, you know, like if it's something that definitely bothers them but I think that the important thing to remember is that we're all human and that we're all going to have struggles and you're not going to always be okay all the time, you know, and it's okay to just it's okay to reciprocate and to bounce back off of each other.	
2	But that being said like I feel like there's so many times where I tried to tell someone, you know, it's okay. If you don't have enough money to be you know, paying for my dinner all the time, like I'm not asking for you to pay for my dinner or we don't have to go out all the time. You don't have to be paying for everything all the time. Right? I tell people that but then they have that pressure on themselves. Anyways thinking that well if we if it's more of an equal thing that I failed you as a man exactly because it's so	
1	So their head that they have to be the ones who are constantly on top of it and they have to be the ones who assumed the higher position of being the strong figure that supplies you with everything and don't get me wrong. I think it's it comes from some people genuinely want to provide because that's their way of showing you. Hey, I care about you. I really dig you and yeah, it's a love language definitely just giving some people are so giving you know what I mean, but at the same time you also have to recognize that you're worth isn't just what you can give. You know, it's not just what you can give and what you can provide it's also determined in the way that you love and the way you care for other people, but do you think men are taught that love is not important?	
2	It's just about what you can provide for someone.	
1	Oh, I definitely think that's how it can be sometimes and people have that. That's why people have that dis they have that Distortion when it comes to what love is that's why I feel like so many people just want somebody to give them things and they just want to indulge in all the material gifts that someone can provide with them or The material comfort of having a physical human who was there who can supply them with all these things? Am I making sense? Yeah.	
2	Do you think as a guy yourself you feel this pressure at all?	
1	Or I do I do so. Yeah, I do I feel it because there's just a certain. I mean, I feel like it's kind of hard when you're gay because there's so much fluidity between certain people. I mean nothing is ever super black and white and it's definitely not black and white right within the gay community. I feel like everything is based off individuals in certain situations, especially within our community.	
2	You have to say though. I hear a lot from like gay friends. I have like, oh I want to sugar daddy.	
1	Oh, yeah. Well, I mean to be honest. I feel like everybody wants a sugar daddy. I don't want to sugar daddy why I feel like if you if anybody would have the option of having somebody pay for this shit. They live in Italy with my shit.	
2	Oh, oh, all right.	
1	Oh someone something well, look. I'm just saying if you just take me out to dinner and I have to listen to all your problems and then you just want to pay my tuition or pay for my shit. And that's fine.	
2	I'm sorry. That's your Capricorn Moon time.	
1	Okay, I got no problem. Look no. It's a fair exchange though. If I'm I've lived I'm a I know it may not seem like this thought spot audience, but I'm actually a great listener and I give bomb-ass advise. You can ask my old roommate. Shout out to cab Suarez. Okay. I was helping him through his shit. Okay. I'ma give somebody. Matthew do you really do I do so, I feel like even though it's a common Trend that we would rather I think for some people they would just they want to go the easy route. And of course have his fantasy of somebody who's just going to give them everything they want and more like, you know, all jokes aside, but I think that within the gay community it's not is sometimes it's not going to be super black and white to see who's going to assume a position of power, but sometimes I don't really see it that way because I feel as though if I'm the one asking somebody out if When he's expressing interest. Okay, then I kind of be the one who has to take initiative to pay for someone's food or to you know, take them out and do all these things for them and just kind of provide and I feel like in any situation. It should always be both parties reciprocating in both parties putting in an equal and mutual amount of effort. Yeah, definitely. Do you feel as though the whole conversation about providing makes some people think that they can take a back seat and not put as much effort.	
2	Effort in I definitely feel like there's people who take advantage of that because I do hear a lot from you know, co-workers or friends that they have or want sugar daddies and yeah like that or they want to be that stay-at-home. Mom just takes care of the kids and holds the home down while the husband is out getting the money, right but I feel like since I didn't grow up in a typical home where my mom was the stay-at-home mom. I didn't grow up with those, you know social Rex because both of my parents work and my mom didn't she wasn't the type to come home and like cook dinner my mom and dad were both equally not very parental. So I feel like for me personally, I don't feel comfortable with someone providing for me. Okay.	
1	I'm very much so independent person because you've had to do it all on your own.	
2	Yeah. I feel like I would never be comfortable with living off of someone like that because I have this fear of being dependent. I don't want to be dependent I want to Have my own career. I want to have my own shit going on and I don't want people paying for me all the time. I mean, it's fine if you pay for my stuff, but I also have to give you something back right type of right? I definitely feel like there are people who take advantage of it and a lot of girls are just feminine people in general that date masculine people. They do see them as like providers, but I feel like a lot of at the same time A lot of people are growing out of that. But I don't I don't know. I do see a lot of it disappoints me. I would say when I do see you know girls or guys just taking advantage of these providers and being so fucking lazy and not having anything going through them.	
1	Like it just it even irritates me. Just when I see all this shit online about like, oh, well, what can he do for me?	
2	Of course, not everybody is like this, you know, it's like a shot me I'll send you feet pictures for $500.	
1	Okay now see, hold on. I don't think that's the issue. Hold on. Hold on wait, pause pause Irene. I will have to as your colleague and as your friend and as the homie, I will have to politely disagree on this with you one of the percent if if you can provide a service that somebody is paying for then why the hell not look if you want some feet pics. All right, then. Well, you gonna get some feed pigs. There's going to be a fee and you could pay up. I honestly think that shit is hella funny.	
2	I think I'm just put off because I knew a girl in real life that wanted to do shit.	
1	That and so she didn't actually do it. She wasn't about it.	
2	She was just all - anything because I don't know who's listening and who's not oh little bit of my personal experience with her just like I don't know it wasn't it didn't leave a good taste in my mouth.	
1	I just don't like people exploiting others and just being lazy.	
2	Yeah, like the lazy part is the biggest thing. Okay, because you feel like it's just it's one thing to have your own job and hustle and then on the side, this is your extra money. Oh, you're just sitting pretty at home. Homesteading feet pictures and getting hella money for that.	
1	It just puts me off. Yeah. Yeah. Well, you know what? I understand why you're saying that and I understand where that's coming from. I agree with you and I can see why you have that opinion. But I also feel as though because women are exploited and because women are the ones who are oppressed that they have every right to exploit men in any way they can and if it's just only people exploiting right? I don't you know, I don't like that either, you know at the end of the day, it's not okay, but it's You know and no one's being harmed in this process. If this is a very well-off person who clearly you well off if you paying $500 for some goddamn feet pictures. Alright, let's be clear on that. It's mostly just that situation makes me sad right I can still keep I can see why it makes you sad but at the same time like if you really are out here paying $500 for feet take Simon no judgment, but you might want to see if there are any like, I mean, I like look we all have our fetishes in our Kings. I'm not knocking on you like, you know, do what you want with those pictures, but It you paying $500 for that then that well, I mean keep doing it because the people taking the pictures need that so, you know, what do you keep giving people their coins? Okay, I support you I support both ends of the party exactly exactly. Oh, yeah. So now on to our second topic our second branch of our main topic today, and that is body image, so we touched a little bit based on that.	
2	That but a lot to say about this, I have lots of down this to you on the first I could go first Margo first baby go first. So your girl has been on. Tender for a while Yoshi. Has he been you've been real on and off, you know real on and apparently it's a thing because I asked guys on there just because I'm a very curious as person what it's like to talk to girls on Tinder and they say that it's very common for girls to put in their bios. You have to be this height. You have to look like this do these Hobbies blah blah blah blah. I was so surprised when I heard that girls will straight up be like you have to be 6 feet or above Stuff like that and that's it hisses me heard this so many times from different guys. I've been on Tinder and it makes me so sad. It's very common Apparently after you match for a girl to just right off the bat be like, how tall are you?	
