speaker_tag	text	sentiment_score
4	Hey, hey, thanks for tuning into marshmallows. Hope hold on pain ends podcast Channel. My name is Laura and I am going to be your host.	
2	I'm taking a leap of faith today and starting this podcast because my hope is that for those of you who are struggling out there. Maybe you can find some hope and encouragement. We live in a world today that focuses on negativity and as humans. Can we just go about suffering through life and we tend to lose Hope and Faith, but I'm here to tell you that I am a testament of God's grace and if you just hold on that pain that you're currently feeling will and so a little bit of background on myself. I'm 36 years old and a mother to three feet beautiful humans, I grew up with my aunt and uncle and sunny, Florida and when I was 28 years old. I packed all of my things into a tiny U-Haul and I decided that I was going to move with my kids to Illinois and at the time my two children were eight and six so I decided to leave Florida because I was stuck in this vicious cycle of a domestic violence relationship and after years of making excuses of why I needed to stay I realized that I never ever wanted my babies to grow up and think that it was okay to be mistreated or two to mistreat others.	
4	So I felt that I needed to set the example for them and that it was okay to leave.	
2	So three months after my divorce now, I'm living in Illinois and sadly I found myself in the same exact situation except this time. It was with a different guy, so I ended up getting Pregnant with my youngest son and luckily this time. It only took me a year of this toxic relationship to be in the same vicious cycle to finally say enough is enough. Maybe it was just the familiarity that drove me to someone as toxic as the first guy, but luckily this time again, you know, I Found the courage to break that cycle. For good. So at this point in my life, I was terrified of relationships and terrified of raising three kids on my own and I never ever pictured myself being a single parent. So, you know, it's just just in that era of my life alone. I remember just living in fear constantly, so during the turmoil and chaos. Of this roller coaster that I called life on top of all of that. I found out that my daughter who at the time was 8 years old had endured the most traumatic experience any child should ever have to endure I found out that she was sexually abused by her father.	
4	So when you know finding this out, I immediately put the kids in counseling.	
2	I wanted to get us all help but I remember feeling guilt beyond belief at that time in my life. I thought that that was the hardest thing that I would ever have to face and it was just I allowed the guilt to consume me, you know, how could I not have seen? How could this happen? How could the guy that was supposed to be the one to protect my children with me was the one that had harmed my kids the most I mean, it was just awful and I felt like a terrible mother it took years of counseling for me to finally overcome those feelings and I really struggled with that for a long time so fast forwarding now a few years at this point in my life.	
4	Life I Lived a pretty peaceful life or at least the most normal peaceful kind of Life per se to me right?	
2	I finally had a stable home for my kids and I I had a stable job my kids had overcome trauma and all seem to finally be falling into place and at this time of my life. I ended up meeting a guy who came into my life. And never did I ever imagine the day that I met him how important he would become to me.	
4	So I was terrified of relationships when we first met and so when I remember hanging out with him and telling him that I never want to you know, I didn't want a relationship.	
2	I didn't want to be the rebound for him and I just didn't want a relationship but in all reality it was just because I was terrified that I was going to fall into this. Is horrible cycle again? And you know, it didn't really take me long to realize that he was not like my track record of guys it was funny because the first conversation that I ever had with him was about God and so in my opinion that should have been like a big clue that he was different. Right, but the other thing that like really stuck to me is when I would mention to him that I was going to go hang out with my girlfriends or go out, you know to a bar or whatever.	
4	He was the type of person to not blow up my phone.	
2	He wouldn't you know, text me asking me where I was or who I was with and at the very beginning I remember feeling like, you know, what the heck like does this guy not care about me, but in all reality.	
4	Ality, he was the first person in my life to actually show me that this is what normal relationships are supposed to look like.	
2	He was the first person in my life who wasn't controlling who wasn't trying to control every aspect of my life. He didn't want to know where I was at or what I was doing because there was trust in the relationship. How about that?	
4	So, you know, like what I can be Dependent and I can have time for myself without unrealistic accusations, you know, it was just not normal for me at the beginning but I'm really grateful because he truly taught me what a normal relationship is supposed to look like we didn't have any drama with us. He too was a single dad of three kids.	
2	And so we understood each other that the kid, you know. My kids would come first for me and his kids would come first for him. And then so slowly we started bringing the kids around and you know, eventually he slowly started stepping into that fatherly figure role that my children didn't have four years.	
4	So he was pretty much my rock and most importantly he was my cheerleader.	
2	I mean this man has supported me and all of my crazy ideas through thick and thin, you know, he supports my decisions.	
4	He supports my ideas.	
2	He supports my thoughts. He's just truly my best friend and he has taught me so much about myself that I never I never knew, you know, I guess I think our whole relationship. Bishop has been a shock to me because you know, this is what normal feels like this is what normal is supposed to be. So we slowly became a very close-knit blended family our kids, you know, genuinely love and care about each other and at one point our daughters were really really close but you know, how teen girls are as they get older. They have different interest.	
