speaker_tag	text	sentiment_score
1	Hi, I'm Tony vetto and this is the natural lifestyle is podcast. So way back in December. I had this crazy idea that I was going to run 900 miles from Land's End to John o'groats in 30 days, but not just that I was going to do it Barefoot and yet that would raise socially extreme eyebrows, but it also would raise funds so With that socially extreme I break created a platform gave me an opportunity to raise awareness and funds for environmental Charities and collaborate with leading experts to raise awareness and money for six organizations fighting the top sustainability issues of a bad time. I know of course that running Barefoot would raise those eyebrows. And with those eyebrows, I'll be able to provide a platform a perfect platform to highlight the importance of connecting. We have our environment and those all important key sustainability issues of our time. So I had the pleasure of visiting Surfers against sewerage getting behind the mic with Hugo tag home Hugo is the CEO of surfers again sewage one of the Charities. I have chosen to fundraise for we discuss sustainability and how this small but powerful organization and Making Waves and a becoming a leading voice to help shift legislation. Hugo is an inspirational guy who speaks with passion and integrity and seeks to make this world a cleaner place, so I hope you enjoy the conversation as much as I did adios. Where did you go you go ready to go with you? Go? Yeah. Thanks man. Thanks coming on board the part of this 3030 challenge if running wasn't enough. It was I wanted to sit down and have conversations with people about sustainability and the great work they're doing because I'm not the expert on might be an expert barefoot running, but I'm certainly not an expert with sustainability. I'm growing. Yeah, you know, I'm I'm probably a class myself. A bit of a hypocrite, you know in recovery now down by where I stand really it's the things have really changed for us and there's so much highlighted for us at this stage.	
3	How have you been how in firstly our we've been here now, so but well first of all, thank you for bringing us into it making us part of the 30 by 30 and we know we're really stoked to have you come by and to be part of your Epic Journey. It's an amazing Endeavor your Taking who are much braver man than I am and probably fit are no doubt too. But but yeah, you know, I've been you know, CSS has been going, you know, almost 30 years now and I've said a first fell in love with the organization back in 1991 the year after it was founded as a young City Surfer an environmentalist, you know, I've always been passionate about the environment and nature generally and you know, I saw this sort of rebellious. Slightly anti-establishment Punky organization that really appealed to me big issue back then was so which hence the name and and that's when I first got involved at a little surf competition up the coast from here in Paul Seth. I met some of the founders and my so the journey began then of course, I went off to University I went went to to do what I did in London in my career and stuff and then ten years ago over 10 years not just over 10 years. And AI I took the Helm of the organization at that stage. It should have gone to a Heyday it had some brilliant people involved some amazing campaigners and Brilliant leaders and achieved a lot but it sort of lost its way wasn't quite sure what it wanted to do. The the initial campaign had sort of been very successful and it needed to develop and expand and change and that's what I came in to do and I came in and this whole place Des this office was a bit of a squat it was a bit.	
1	Is the second space right? You were somewhere else?	
3	It was in another office Round the Corner because you know in the early days and their couple of spaces before that, but this has been the sort of longest home of SAS. And this is a spiritual homeland of it. So poor tauern Saint Agnes, you know, these beaches are the the Homeland that the place where it was born. And and so I took over and it was sort of a physical and metaphorical squat. It was sort of a crazy ramshackle place where your kitty where we are now there weren't many people about I've come from working in central London and came in here and it was in a really bad sort of State there were very few of us then but I thought that there was a lot of Hope to create change and a new wave of success for the organization and we've developed the team new way. Yeah, you know we've developed, you know into one of now the country's leading sort of environmental marine conservation Charities campaigning Charities and it's a small operation.	
1	Yeah, you know not like it. I mean, I know it's so interesting and Team come out to meet me. No, yeah, and you realize it when you such a big impact on making at the moment, it's a small organization it just yeah, great decision itself, isn't it?	
3	I think yeah, there's a message on that. I mean, sometimes I question the sustainability of that because of course it was a lot of pressure on people at time but but small is good. And I think people like small particular in the charity sector, I think you know those, you know, the age of the really giant Charities when it becomes really a big Marketing and fundraising machine quite often. I think, you know people aren't so warm to that. I think we're a really accessible charity. We create a lot of opportunities for people people come and volunteer. They can campaign with us. They can have their voice heard in Parliament. They can campaign on Plastics on climate on water quality on Marine protected areas with us. They can do all sorts of things there really is relevant to what they love most which is their local Beach or their local scripture water where they serve where they swim where they run up where they walk their dog whatever they do on that. So, Piece of Coastline and so we're really about I suppose the way I look at it where a positive pyramid scheme. So we're very small executive. Yeah, you know, we're 20 whatever 25 people here. We have a hundred and eighty Regional reps around the country. We mobilize about a hundred thousand volunteers every year we take all of those people's voices to Parliament with us to our ocean conservation all party parliamentary group where we you know, we call for change where we try and create new legislation where we push for new legislation. And alongside other brilliant Charities, the green pieces of friends of the Earth the marine conservation society's lots of great people working in this space and that's really the model, you know, we activate and Empower people to sort of get involved in protecting what they love and we amplify their voice to call on the powers that be whether that's business or whether that's you know politicians to create change. We've been successful in lots of areas on Plastics on water quality, you know, we'd be part of the climate debate. So it's you know, it's a A good place always to the growing in our understanding of what we need to do and where we need to sort of get to although, you know, it's a bit of a weird. There's never a sort of a plateau of achievement. I remember when I started I thought well when we get to x amount of money per year turnover that will be perfect will stop there but just doesn't work like that.	
1	We were only at the long game on you. Yeah, you know, we're starting to see so much change coming through anyway, so the message started off with sewage, right? Yeah one understands that was back in that was 1990.	
3	1990 May 1990 May the 10th 1990s.	
1	Yeah, because that's incredible Silas explains the guys downstairs that I pretty much came the I'd say from I'm so from the age of four up until I think 16 every year so we did our holidays in Cornwall. Yeah, and I never thought about that. Yeah sewage in the sea. Yeah, you know, but that's I mean it's terrible and what I read that they want in the guys that it was between it was poop between skin and board.	
3	Yeah, you know, well, I'm not on the west days it absolutely Be like that, you know and I you know, I you know, I surfed in the area during those times and you know, sometimes I saw pollution sometimes I didn't you know, we've still got water quality issues. Now, we've just had damning report from the the EAA about the performance of water company. So I've had a lot of success we've seen a great cleanup of our Coastline, but we're almost we've peaked past the top of the bell curve now. Okay thing back down I really and so we're seeing I'm Paula Akana said drop the ball where it's nice to each getting back into the sea and also that creates The Perfect Storm with more people in the sea now. So back in 1991. We started surfing truly still was a niche sport. It was far out. It was for a few Hardy individual as man, you know, maybe or maybe even two weeks in the summer, you know kids would come down and get a polystyrene born. It was really like a subculture. You know now it's not a subculture. We've got, you know, the High Street using surfing all the time to sell more products we've More and more people surfing year-round amazing wetsuits means they can surf equally as well in January as in June. So the whole thing is exploded and in a way that explosion in the actual the market and the the, you know, the sport of Surfing means that more people are now putting themselves in the firing line of potential pollution, whether that's you know, toxic chemicals in the sewage in the see plastic pollution are called lines, which is everywhere, but that's what I love about this message because you don't you don't think about that.	
