speaker_tag	text	sentiment_score
2	Sundays are terrible you wish that you were dead. And some days are magical like great banana bread someday. We'll be friends with the voices in our heads the voices in our heads. Hey, how you doing? Oh, you didn't kill yourself Yay. Good job. Good job. Everybody. Welcome to Welcome to the voices in our heads. Oh, man. I'm	
3	During this episode of the at the last possible second because I've been really scared to do it. But I've been working hard on it and this is a this is a you know, I originally put the category of this podcast is comedy and I'm going to try to make this one funny but you know, I am a stand-up comedian because I was basically basically a clown when I was a kid and I was trying to make my mother who was bipolar happy. So that's why I do what I do, and I'm really used to putting Her into the dark shit in life.	
2	So I'm going to attempt to do that in this episode, but we'll see. I've been crying a lot this week and it's because of these fucking emails that you guys have been sending me is not. I mean, I'm glad I asked for it, but I wow. You guys have been through a lot and I knew you know because I call those guys we fucked and that podcast has opened up this whole new world of the terrible shit that people go through when their kids that they never told anybody which is crazy.	
1	It's not crazy.	
2	It makes a lot of sense because sometimes you don't even know when shits crazy shit could be crazy. And if you grew up we shipping crazy all the time. You're like, this is just my shit.	
3	I wouldn't say it's It's just the shit. I live in so I'm going to be we're going to talk about childhood trauma and buckle up baby.	
2	I guess you probably might need a trigger warning for some of the shit. I don't know.	
3	I don't know when I read some of the examples that people have sentence. I me detailing the experiences. They've been through that's that that's going to be a whoo that ain't cute.	
2	That ain't cute.	
3	But if there's one thing is why I wanted to do an episode on this childhood traumas something that I've read so much about and I'm on the on the verge of being seen being sick of it, which is a good thing because you can't just think about the shit all the time. You got to have fun and enjoy your life. You gotta go outside take a walk like today self-care motherfuckers self-care today. I was like, I haven't been out of my apartment all day. It's 4 p.m. Uh-oh. So I went and got a Starbucks and then I sat by the river. I sat on a bench and I took slo-mo videos of pigeons and seagulls and I ran into them so that I could get a cool slow-mo video and then I felt bad and you know, that's one of my side effects of childhood trauma when I speak up about my feelings. I feel terrible about it. And then that makes me mad when I get angry and everyone's like yeah, okay, and I'm like, I don't know am I	
2	what is so what is childhood trauma great question the definition of childhood trauma and this is according to the National Institute of Mental Health has United States organization PS.	
3	I just want to say the beginning everything I'm talking about here. All the references the videos the websites the books the songs all the shit. They're they're listed in the resource section of Christina agents in.com. It's Christina spot like real fucked up, but whatever okay care why is tyn a so The stuff you don't have to write it down because it will all be on the website. You have to be like tweeting me like when here is it? It's on the website.	
2	But but where it's on the website but website.	
3	Okay, the definition of childhood trauma, this is according to the National Institute of Mental Health childhood trauma is defined as the experience of an event by a child that is emotionally painful or distressful which often results in lasting mental and physical effects. So what the fuck does it do to you?	
2	What does childhood trauma due to you?	
3	So these I got this off of a website again, it's going to be in the resource section on the website that I title this in my notes according to the so according to the National child traumatic. Stress Network this basically summarize what my therapist who specializes in she does cognitive therapy, which is really fucking great. If you're experiencing side effects of that.	
2	I'm about to go over she specializes in trauma and all the things that I'm about to reach from you from this website for National child traumatic stress Network. What a fun that work. That is I don't want to go to that holiday party ever was gonna be crying. This is basically what she tells me almost every session.	
