speaker_tag	text	sentiment_score
2	This episode of The Secret Life of weddings podcast is brought to you by our official sponsor hitch switch.com. We love hitch switch because it takes the pain out of getting married and changing your name who's got time for that. I know ain't nobody got time for that now online instead of in line guys loving that so much. So go to Hitch switch.com if you want to simplify the process of changing your name after I do be sure to use promo code slow down that's SLO W10 at hitch which.com to get 10% And off hey guys, this is Lisa and Rebecca and we are here on the secret life of weddings. If you like drama, you're in the right place where we tell you the world's craziest, but true wedding stories. So get ready for the drama on the secret life of weddings. All right, guys, this power couple is coming to us with so much credentials. I can't even make sure you all listen close and don't worry. We'll put in the show notes to they have a podcast together called wetted All About wedding planning. Seriously, if you guys need some great tips head on over to your favorite podcasting app and it will listen a podcast that actually gives you tips not just shitshow story. Yes, but they do it in such a fun way. They do they do they make very light of it. It's very good. Also, of course. It says, you know Steven shares with podcast called wedding photo hangover with Dustin, which we all love and know so well and then on top of all of that these two are seriously successful wedding professionals Jennifer Van Elk photography and Redwood Lane photography and videography. Seriously guys, that was a mouthful and you have way too much going on way too much going on overachievers, and I don't even know why you're talking to us at this point.	
1	Oh my goodness Americans	
2	An elk and Jennifer vanilla Welcome to our show.	
1	Thank you so much for having us on. Yeah, you made a sound a lot more important than we are. I believe me.	
2	How do you even have time to talk to us right now? Right shouldn't you be like Conquering the world? Hold on. I forgot one more thing. They have a child.	
1	Oh crap we have to our son is currently at school and our daughter. I just dropped off at preschool like five minutes before we started so this is like our	
2	No meant to just be interrupting date morning. There was you guys you're interrupting date for me. Yeah now it's usually sleep morning.	
1	So we're totally fine. We got plenty.	
2	That's good. That is so good. Well welcome and we're just going to have you guys along for the ride today. We're going to share some crazy stories. We Rebecca in particular heard some juicy juicy stories. I think through your podcast specifically that she wants to bring a know their recent episode. Very inappropriate you guys there's a lot of sex talk nice.	
1	I don't know why you would say that's inappropriate. Everybody has sex her back so funny.	
2	It was so good. I loved it. You have to have sex to survive yet Oster and apparently you guys have a lot in Stevens. Very good. By the way to all our listeners new old everybody in between because I never know where the hell you're coming from. This is the secret life of weddings podcast, and I'm telling you this now because I don't want to record Another intro later. And we tell you the world's shittiest craziest, but true wedding stories. There are occasionally tidbits of planning stuff, but that's not really what we do. We are more for when you want to bust that stress. If you want more of I don't know like proper tips and tricks and stuff go over to the wedded podcast. Yes. That's a that's probably good but don't forget to subscribe to both of them because you're going to need us both at different times during your planning. Absolutely. So, um, I'm just gonna let Rebecca take the reins completely today. She's like she's so good. She wrote it all out. We got the e-mail this week last week the poor thing. She sent the email and it didn't come through. So we were winging it and on top of that. I had deleted my main job of my you deleted the content a deleted it. So it's gone. It's gone that Coco shows lost. How did you even manage to tell you that? I don't know. That's I've given up trying I spent an hour trying to figure it out. And I don't know what I did you like it's officially a takeover girton is over then rewriting it.	
1	Yes, it's you guys hadn't mentioned that that happened. I would never would have known I would have just been like this. It's a really interesting episode where they go through this entire Facebook thread that Lisa started and I was reading there anyway, yeah, irony.	
2	Yeah, like it just happened to be conveniently placed and it was just going to be like chopped up more. That's all. Yeah. Yeah, it was a little and this	
1	Stories from that group is right.	
