speaker_tag	text	sentiment_score
2	In a film crew. There are two kinds of best boy best boy electric and best boy grip. They are assistance to their department heads the gaffer in charge of the electricals and the key grip lighting and rigging respectively. There is no correlation between this and our hosts. This podcast is not spoiler-free you've been warned.	
1	Hello and welcome to best boys the comedy movie review podcast in which we revisit our childhood favorites to see if they still hold up. My name is Rick Deckard. I'm	
2	And I am the Aristotle of pop culture and the Roy Batty of this podcast.	
1	I would say Zach Kevin if you had to be a character from Blade Runner, who would you be?	
2	Oh, I want to present a different question besides Deckard and Roy name any other character named it literally any other character named Blade Runner named?	
1	Okay, is it Franklin? One who leases the robots not into the operation.	
2	Not quite his name. His name was Jay are Sebastian.	
1	Yeah job Sebastian. It was JF Sebastian, but good. Try idiot was a junior scientist JF Sebastian Sebastian.	
2	Okay, the the solid snake of the movie.	
1	I watched the movie with my I am indeed be open so that I could keep track of everybody's names nice because I knew I'd forget. So this week we watched Blade Runner the hit sci-fi classic, which was not a A hit at first and then so cult hit I guess is what they call the last salute Lee.	
2	This is the most cult hit movie. That's ever existed.	
1	Oh, yes it I feel like it tanked like a lot of times before it because like they kept making new versions The theatrical release with the first one that came out was panned beyond belief.	
2	Oh, yeah.	
1	Well, it had to compete with ET. I mean besides that it was bad. It also had to compete with ET.	
2	Yeah, it succeeded in like home video sales and like the Advent of DVD like that's where it like really saw its new.	
1	Yeah, you know what? It also had to compete with the thing which which also didn't do well in theaters because it had just because ET came out.	
2	So anyway, we've had their own Harrison Ford narration going through it ET know all the thing and also ET and also ET this movie released in what my wife used to call me. I don't want that.	
1	This movie was released in 1982 and it stars a bunch of people's actual name right now.	
2	So we have Harrison Ford. Das Deckard, we have the late and great Rutger Hauer who was Roy Batty fantastic best character in the movie. We have an actor named Sean Sean Young who played a Rachel and movie. I have not really seen or heard anything else that she's done and one other big name of the other police guy gasps Edward James Olmos. I remember him best from Battlestar Galactica.	
1	Who was he on Battlestar Galactica?	
2	He was a he was a commander and then Admiral Adama this	
1	Mean anything to me I shouldn't have asked the question about the thing.	
2	I haven't seen if you're not going to bring the Battlestar Galactica game.	
1	Once she even bother us maybe just maybe our fans know or maybe Kevin knows. I don't really know I have I've been chewed out for five minutes. That's totally fair. Yeah, but there was there some other people in this movie weren't there. Sorry. I can not to dwell on this longer than we have to but I swear there were more people who had like you did.	
2	Well, right who I'm Daryl Hannah was one of the replicants press now is it hon are handled?	
1	Daryl Hannah is it Daryl Daryl Hannah or Daryl Hannah? You said it doesn't matter this couldn't matter what you said.	
2	You didn't want to linger on this.	
1	Sorry. Nobody cares. Nobody cares. This will get cut out.	
2	So, um, otherwise this movie sets kind of a major precedence for just sci-fi in general like it wears its Inspirations on its sleeve. You can see a lot of stuff, you know, kind of borrowed from like big works like Metropolis in terms of movie. In terms of just ideas and stuff. This comes a lot from our you are or rossum's Universal robots. The IDS.	
1	I'm glad you mentioned.	
2	Yeah again, if your major here like this is very much the idea of like an urn that place and yet there's always that difference because there is the creation and the Creator we and that's a little bit later but it's something I'm gonna guess is one big theme.	
1	Yeah. We're gonna want to that's a whole theme. Yeah, it's a whole thing. And that's my favorite part of the both the film and the book. I'm a longtime fan of Philip K dick and like that's I guess as long as I'm on it this movie was based on the novel Do Androids Dream of Electric Sheep by Philip K dick released in 1960 something originally set in 1992 and then later versions put it into a 1921 and then they were going to make the movie take place in 2020 and then they were this is stupid. I don't know why they did this they decided that 20. I reminded them too much of like the standard Vision 20/20 vision say that's fair. And so they changed it to 2019. Yeah, but it's dumb.	
2	It's fair, but it's not a beacon and you're choosing to listen to best boys at the best possible time because we're talking about Blade Runner current month current. Yes.	
1	Yes Blade Runner takes place in November 20 19. So we have does this hold up exception because we're asking if it holds up as a movie, but also does their version of the future hold up.	
2	Up who's to say we are to say we finally get to say this from The Brave Little Toaster review. This is Brave Little Toaster for adults.	
