speaker_tag	text	sentiment_score
1	Hello, everybody. Welcome to episode 29 have been a good student this episode. It's just me Luke as Ross is currently awaiting corner on a family retreat, but I'm sure he'll be returning for our next episode. So as always one of the aims of the naked student podcast. East well, we want to offer a straight back approach to student life and to also discuss the problems that face all young people usually Ross and say Here's a little bit as well. But unfortunately we're gonna have to do without this week. I want to get at share our Instagram handle the naked student under school so easy to remember and probably the best medium through which to connect with us, but also rather excitingly we have set up a Account as well. So you can find us on Twitter at Capital TNS underscore podcasts. Usually on our Twitter. We like to share articles that sort of follow on from the discussions that we've had. So it's a good place to go and do further research if you will then finally, I just want to plug as well that Ross and I are doing a little cheeky movember as well. So you can keep up to date with all members on RAM and laugh at our feeble attempts at growing facial hair, but it's for a fantastic cause and we really hope that a lot of you donate to it because man's health is very important and especially men's mental health. I feel just still hasn't spoken about enough. So any donations would be greatly appreciated. So for episode 29, we have an interview for you guys today. We have a very special interview today. I'm joined by Sam from his bedroom in London. How are you doing Sam?	
2	I'm very well.	
1	Thank you for finding the time to come on. I know it's it's actually eight o'clock at night right now. And you been you're a busy working man now aren't you?	
2	It's a catch there with you mate. So she spread the gospel to these unwitting misters.	
1	Yeah. Well, you know, it's gonna be a very insightful episode. I'm sure as always I just want to outline what We're going to talk about briefly. So for the first half today, I want to start with joining a new school when you are aged 15, and then I want to just delve into the the academic side. You know, you're a very intelligent man. You've always attained incredibly High grades and I just want to explore. Yeah that I do if I could demux and the science and maths Roots, especially a lot of people are put off by signs of mass if they don't get it. So I just want to sort of explore if you do just get it or if there's a lot of hard work that goes on behind the scenes then I also want to talk about the mentality that you forged from quite a young age that idea of being quite driven and feeling like you have a purpose as well. And then also just talking about your time at Cambridge quite briefly and if it really is you know as we all believe in maybe what you have to sacrifice may be associated. Social life another interesting social myths like that as well after a pointless fact, I'd like to just delve into the more personal events that you've had to deal with over the last year. I won't give too much away on that just now, but that will lead on quite nicely from the first section about mindset and purpose and then to finish it off. It'd be To talk about working life as we've just touched upon. So how does that sound some?	
2	I was all good lead the way.	
1	Alright. So without further Ado then you join the new school aged 15, I believe and that can be quite a challenge. Did you find it hard to settle into a new school?	
2	It's a good question. I think. The boys NGS were really good to me within a couple of weeks a lot of friends and to be honest playing sport help massively with that, you know the environment that sport provides a lot of friends that you can rely on and just a great way to meet new people. So I think sport certainly is my path in getting a lot of fans that which yeah, and I think that's something that has been prevalent throughout my life. You know, the number of friends you have some team sports is just	
1	Believable completely agree with you. I think that's something that we actually covered on we covered saying that in the last podcast in see that we did it was about the importance of team sports and how it gives you an out from school. Almost would you agree with that?	
2	Yeah, definitely definitely is it's an Escape. I mean you formed friendships that you can't form during a customer list. Your teacher doesn't want you to be for my friendships. You know, he talking is it really the main thing they supposed to be doing but yeah, and I can speak today is about the source deposit is exercise and everything like that. So no sport was supposed massive one and I also The academic side of things that I'm Jess was was lovely it was competitive and you know, I thrived on that I think at my old school it was sort of if you did well because a nerd whereas if and yes issue if you're maybe even a test to be calling you stupid, you know, so that was just a different way of looking at things that just made it a lot easier for someone who is interested in the work to get on with it.	
1	Have you always been academically driven would you say you know, was it an independent driver? Was it more of a parental push if you will there was certainly No Parental person.	
2	I mean, I'm pretty sure anyone would be able to set it so that if they never parents, so yeah, I guess. Drive my even not be the right word. I was always just interested. You know, I'd read some pleasure and I love the subjects that I did at least at a level and most of them at GCSE. But yeah that that makes it so much easier to do to work when you're actually interested in it.	
1	So, yeah, I guess that that interest with certainly personal and so your a-levels you just said you enjoyed the subjects you did. Could you just go into More detail about what subjects you actually did.	
2	Yeah, of course so slit is just see I was when I was choosing my levels, I wasn't too sure what I wanted to do because I had a real strong interest in languages. I did must I did French not always Russian Latin at GCC because I love them. I found them they made sense to me and I enjoyed learning by the other cultures and then I also did sort of the three Sciences. So there's always that choice for me. Which tool path I was going to go down and in the end I opted for Russian math biology and chemistry and and yeah, it was just a case of I fell in love with Russian culture with the literature with a great teacher and a great group of mates doing it and science as well science was always me summarize found fascinating and I think like foremost sixteen-year-old scientists. I was a proper geek it's a sort of you as the only thing that mattered Most of them aligned of any artistic interests but ya know starts that was my choice to ended up doing those eight levels.	
1	So just on something I mentioned just at the start in the overview this science and maths route is it was very popular Manchester grammar, but something that's always a hit over here. I think quite a lot is when you're really smart in that science and math see Sands people say you just get it, you know. Why don't they just get it? You know, but I want to know is this true? You know, how much work goes into that side, even if you have a high cognitive or mathematic ability.	
2	Yeah, I think it's always going to be a balance right and for me, that's probably why you wanna help I did find I did find the science is quite easy. Everything made it everything made sense to me and I could work things out from first principles based on that I guess but that doesn't mean you're going to pass exams or do well just Not you know it meant I had to do perhaps last revision and instead I could just sit down and do 3 plus pages today. So undoubtedly, the understanding I think that can be linked to whether you whether it clicks or not. I know I'm Les I'm far worse at sort of history geography and that sort of side of things. But when it comes to up to Resource, it's obviously just hard work. Right like there's no substitute for that. You can't do well with are putting in the hours and I think yeah for sure for sure the actually the comprehension might be easier for me than it was for some people but when it comes down to getting results, if you put in five times as many hours you can care about a great so yeah, I think it's a mixture.	
