speaker_tag	text	sentiment_score
3	Hey team, welcome to the very first episode of Love Lucy the podcast I'm super excited to be on here and making that side step across from YouTube over the podcasting. I feel like this is a better platform for what we're going to be discussing. So today I have decided to take a little bit of an interesting turn. We've been doing a few heavier type videos on YouTube lately, so I kind of wanted to	
1	Something a little bit lighter. I want to talk about five Life Lessons that I have learned get this in my life.	
3	Now these life lessons pretty dumb and the fact that I had to learn the hard way shows me that like, I feel like I'm like wow my words. Oh my God like all so I apologize today I had for feelings in my mouth. And now my mouth is still partially numb.	
1	So my brain is also partially numb from that as well. So if I lose my words like Like just then just you know, bear with me.	
3	Anyway, what I was saying or the point that I was trying to make was I feel like a lot of people don't learn these lessons or they know of these lessons but then because it never happens to them. They don't like implement it God. It's hard to explain. You know what I'm just going to tell you about these five Life Lessons. I feel like that's a better use of our time right now.	
1	I really Hope that you take something from this because God damn it. Did I have to learn this the hard way? Alright. So life lesson number one changing your hair won't mend your heart surprise surprise that that one I had to learn a few times.	
3	I swear to God every single time I go through a breakup with someone my I cut my hair off.	
1	I dye my hair I make it straight.	
3	I don't know what goes on in my head, but I decide that instead. Stead of therapy or just talking about my feelings changing my hair will do the job. Yeah. It didn't I have had bleached blond hair brown hair pink hair definitely looked towards like dabbling in a bit of blue, but I didn't go there but I can thankfully say I do not do that anymore. I'm still recovering from my last hair job.	
1	I cut all my hair off after.	
3	My break up with my boyfriend of only three months. Could you imagine if we did it for longer? God good Lord.	
1	So yeah, don't cut your hair. Just leave it alone.	
3	I would suggest going if you have a broken heart that is going and talking to your friends and going and talking to the right people that will convince you out of you know, doing something crazy like Daniel Harrow cutting it, but how to deal with a breakup that is a whole episode that I want to go into so I don't really want to talk too much on this topic because then it's just going to spoil all my great ideas on what I'm going to say for my next episode. So the next life lesson that I learned the hard way is that you can burn out you're not Invincible. That is something I learnt also hard.	
1	That was not great.	
3	Basically my life experience with this lesson. I was going very very hard at life. I was my life was	
1	Ago, I had a great job. I had a boyfriend at the time.	
3	I had amazing friends this amazing social life. I was starting to do heaps of like acting jobs and modeling jobs and like for a full year. I just was going full on I had at one point. I had three jobs at once and like one of them was performing at movie world for anyone who doesn't know what movie world is it's a theme park and I was one of the performers so that was a very high-energy job.	
1	And then after that I would go	
3	go out and be social and you know, I would never have a day where I just stopped and relaxed because I felt guilty and you know, I any day if it was a nice day outside. I like I would feel so guilty like sick in the stomach if I was inside doing nothing and I suppose like that can be a good thing sometimes but in the case of what happened to me, it's not like you need to learn how to take a break and how to take a rest and refuel yourself because the amount of Times where like I'll be trying to teach myself something and I just keep going for too many hours and then you know, the information is just not going into my head because I've been going at it for so long, you know, you need to learn how to stop and you need to learn how to listen to your body as well because your body will tell you what it needs and I think my body was telling me to stop for a bit there, but I just kept ignoring it. I just kept thinking that I was You know just getting a cold or you know, because it was also coming into like flu season when I got really sick and I just blamed it on that and that was so dumb.	
1	But basically if you don't know, I don't know how you don't know. If you're ready.	
3	Listen to my podcast you surely would know about me and my story because I don't stop talking about it. Basically last year in May. I got really sick and what when I say that I Got sick it started off with just a cold and then I got really tired all the time, but I thought it was just because I was doing so much at once but like I would like get in the lift for instance at work to go down to a different level and I just lay down on the floor for just five seconds just to be able to be horizontal and not stand up and since my job was concierge.	
1	I would have to go drive cars and so I would go down and just sit in the car and just be willing myself to start the engine.	
3	Like I just I couldn't do things and I just thought I was just tired and so then I went to the doctors and I was like, hey, I'm a bit tired. Don't know why and they're like all your think. It's an allergic reaction to penicillin.	
1	Um, sure okay. Yeah, that sounds right and then like two weeks later. I came up with this a full body red rash. My eyes was so swollen and I had to go to I was they went to the doctors and then they like put me in this little separate area the like quarantining me anyway turned out I had glandular fever which is actually incredibly common and I wouldn't be surprised if like you The person listening to it has had it and didn't even know because so maybe we'll get it and they don't even know but yeah, I got really really sick. I was in and out of Hospital only a couple of times but the second time I was in hospitals in there for quite a while and I learned how to walk again.	
3	That was interesting and I just completely lost my all my ability to talk to eat to hold my head up.	
1	You know, I have my mum helping me get dressed in the the morning and feed me my food. Like I was too tired to go on my phone and scroll on my Instagram or I was too tired to even process the images that were in front of me.	
3	So if I was watching a movie, I wouldn't even know what was going on because I just couldn't like I just couldn't process it in my head and I just I wish I could go back and recognize when my body was telling me to stop and to slow down and I wish I had of because if I had have I wouldn't have	
1	Wiped out for the 10 months that I was that's 10 months of this peak time in my life where I decide to sit at home and just watch all my other friends go out partying and having a good time and going to University and learning new things and you know doing everything that benefits their future and I just had to sit there with my life on pause.	
3	So yeah big life lesson there would be to just You know recognize like understand that you really can burn out and that you need to listen to your body because your body knows what it needs. The next life. Lesson is. Oh God, I wrote it down and it's really hard to read. Oh, yes. Alright this life lesson. You are always one step away from being homeless. That's a that's a heavy topic. Basically with this one for my own life experience. Like last know two years ago. I started working at this sandwich shop and it was all good. And then they started to give me less and less shifts to the point where I started to get no shifts and I think that was there. Of firing me, but you know, we don't need to talk about that. Let's move on quickly. I was obviously moving I was living at a home and away from my parents and I obviously needed that income to be able to pay for rent and bills and groceries. And yeah, so obviously not being able to get even not getting those shifts. Yeah, well, I mean you get it not getting shifts means I don't get money and if it wasn't for the help of my parents, I would have been out on the street because as soon as I stopped getting shifts, I started getting I started applying for new jobs. I went into places. I handed them my resumes. I applied online like I pestered people but I just couldn't get hired. No one was hiring and this is what happens. Like if you don't have that support system behind you liked what I had with my parents then it is so easy. To just exact like become homeless and that's why I have this soft spot.	
